FIELDNAME,WELLIDE,RIGNO,DTTMSTART,DTTMSPUD,DTTMSTARTCALC,WELLPHASE,PHASE1,PHASE2,ACTIVITY,DURATION,UNSCHEDULE_EVENT_HRS,WBORESZACT,DEPTHACT,COM
SEBL,SEBL_001,PHR-05,12/17/2025,12/1/2025 4:00,12/17/2025,DRLG,PRODCSG,DRILL,TOH,12,,8.5,5105,"Cont'd L/D all tubular from board desk

Notes :
- Total already L/D 74 of 122 jts 5"" DP + 48 jts 5"" HWDP
- Remaining to L/D 48 jts 5"" DP to pipe rack
- Keep hole monitoring during L/D, well static
"
SEBL,SEBL_001,PHR-05,12/17/2025,12/1/2025 4:00,12/17/2025 12:00,DRLG,PRODCSG,DRILL,TOH,7,,8.5,5105,"Cont'd L/D all tubular from board desk

Notes :
- Total already L/D 122 of 122 jts 5"" DP + 48 jts 5"" HWDP
- Keep hole monitoring during L/D, well static
"
SEBL,SEBL_001,PHR-05,12/17/2025,12/1/2025 4:00,12/17/2025 19:00,DRLG,PRODCSG,CSGCMT,CSGR/U,1,,8.5,5105,"R/U Tools for running 7"" Casing & Change extention link.

Note:
- Change out link elevator
- Install 7"" casing elevator
- Install casing tong
- Prepare FOSV x casing swedge 7"" btc
- Prepare casing swedge 7"" btc x 2""
- House keeping on rig floor"
SEBL,SEBL_001,PHR-05,12/17/2025,12/1/2025 4:00,12/17/2025 20:00,DRLG,PRODCSG,CSGCMT,CSGRUN,4,,8.5,5105,"PJSM, TIH 7"" Float Shoe (BTC) + 2 Jt 7""  (L-80, 26#, BTC, R3) + 7"" Float Collar NR + 103 jts 7"" casing R3 (L-80, 26#, BTC) + 2 jts 7"" casing R1 Marker (L-80, 26#, BTC) + 26  jts 7"" casing R3 ( L-80, 29#, BTC) to 1325 ftMD 

Notes: 
- Checked float shoe + float collar. OK 
- Filled-up casing every joint 
- Shoe Track Volume: 3.07 bbls / 1.57 %
- Install Centralizer as per Tally 
- Observe well fluid level : static 
- Break circulation at 545 ftMD with 300 gpm 150 psi. Full return.

======After Midnight=======
00:00 - 05:00
PJSM, TIH 7"" Float Shoe (BTC) + 2 Jt 7""  (L-80, 26#, BTC, R3) + 7"" Float Collar NR + 103 jts 7"" casing R3 (L-80, 26#, BTC) + 2 jts 7"" casing R1 Marker (L-80, 26#, BTC) + 26  jts 7"" casing R3 ( L-80, 29#, BTC) to 3024 ftMD 

Notes: 
- Checked float shoe + float collar. OK 
- Filled-up casing every joint 
- Shoe Track Volume: 3.07 bbls / 1.57 %
- Install Centralizer as per Tally 
- Observe well fluid level : static 
- Break circulation at 1668 ftMD with 300 gpm 230 psi. Full return.
- Break circulation at 2133 ftMD with 300 gpm 290 psi. Full return.
- Break circulation at 2636 ftMD with 300 gpm 360 psi. Full return."
SEBL,SEBL_001,PHR-05,12/18/2025,12/1/2025 4:00,12/18/2025,DRLG,PRODCSG,CSGCMT,CSGRUN,12,,8.5,5105,"Cont'd TIH 7"" Float Shoe (BTC) + 2 Jt 7""  (L-80, 26#, BTC, R3) + 7"" Float Collar NR + 103 jts 7"" casing R3 (L-80, 26#, BTC) + 2 jts 7"" casing R1 Marker (L-80, 26#, BTC) + 3  jts 7"" casing R3 ( L-80, 29#, BTC) to 4207 ftMD 

Notes: 
- Checked float shoe + float collar. OK 
- Filled-up casing every joint 
- Shoe Track Volume: 3.07 bbls / 1.57 %
- Install Centralizer as per Tally
- Tagged at 3855'MD with 8Klbs, connect with casing swage and washdown with 250GPM. Found not significant cutting at shale shaker after bottom up.
- Observe well fluid level : static 
- Break circulation at 1668 ftMD with 300 gpm 230 psi. Full return.
- Break circulation at 2133 ftMD with 300 gpm 290 psi. Full return.
- Break circulation at 2636 ftMD with 300 gpm 340 psi. Full return.
- Break circulation at 3190 ftMD with 300 gpm 350 psi. Full return.
- Break circulation at 3798 ftMD with 300 gpm 360 psi. Full return.
- Tagged at 4207'MD with 8Klbs, connect with casing swage and pump SPR suddenly pressure increase to 1700psi.
"
SEBL,SEBL_001,PHR-05,12/18/2025,12/1/2025 4:00,12/18/2025 12:00,DRLG,PRODCSG,CSGCMT,TOH,10.5,10.5,8.5,5105,"Pulled up casing f/ 4207 ftMD to 4176'MD, got overpull to 30 klbs and tagged to 20 kbls. ( Normal P/U 100 klbs S/O 76 klbs ). circulating with 300 gpm, pressure 700 psi. Pump 20 bbl LowVis but not found significant cutting at shale shaker. Discussed with office decided to L/D 1 joints #110.

Pulled up gadually from 120 to 250 klbs and got released casing #109.

Continue TOH & L/D casing joint #109 to joint #101. Casing shoe position at 3798' MD.
Pump out with 300 gpm, pressure 400 psi.

Notes: 
- Total L/D 10 jts 7"" casing R3 (L-80, 26#, BTC) + 2 jts 7"" casing R1 Marker (L-80, 26#, BTC)"
SEBL,SEBL_001,PHR-05,12/18/2025,12/1/2025 4:00,12/18/2025 22:30,DRLG,PRODCSG,CSGCMT,CC,1.5,1.5,8.5,5105,"CHC 2x Bottoms up w/ 300 gpm, SPP 400 psi.
- Swept 20 bbls 180 smf Hi-Vis mud untill reach on surface

Note:
- Found not significant cutting at shale shaker
- Monitor and ensure well static after pump off - OK
- Discussed plan forward with Act. Asst. Man Drilling Operation SLS3 (Sumarjana). Decided to re-TIH to bottom as per previous meeting while monitor all parameter.

======After Midnight=======
00:00 - 05:00
Washdown f/ 3798' MD to 3994' MD with 300 gpm SPP 350 psi.

Note:
- Found tag 10 klbs at 3878 ftMD. Reciprocate several time, got free (P/U 112klbs, FR 300 gpm, SPP 380 psi).
- Found tag 10 klbs at 3994 ftMD. Attempt to pull up gradually to P/U f/ 150 klbs to 225klbs, FR 300 gpm, SPP 350 psi.
- Discussed with Act. Asst. Man Drilling Operation SLS3.
- Decided to attempt TOH"
SEBL,SEBL_001,PHR-05,12/19/2025,12/1/2025 4:00,12/19/2025,DRLG,PRODCSG,CSGCMT,CC,5,5,8.5,5105,"Washdown f/ 3798' MD to 3994' MD with 300 gpm SPP 350 psi.

Note:
- As per discussion with Act. Asst. Man Drilling Operation SLS3. Decided to re-TIH to bottom as per previous meeting while monitor all parameter.
- Found tag 10 klbs at 3878 ftMD. Reciprocate several time, got free (P/U 112klbs, FR 300 gpm, SPP 380 psi).
- Found tag 10 klbs at 3994 ftMD. Attempt to pull up gradually to P/U f/ 150 klbs to 225klbs, FR 300 gpm, SPP 350 psi.
- Discussed with Act. Asst. Man Drilling Operation SLS3.
- Decided to attempt pull with RSM MDTP (330 klbs)"
SEBL,SEBL_001,PHR-05,12/19/2025,12/1/2025 4:00,12/19/2025 5:00,DRLG,PRODCSG,CSGCMT,CSGPULL,7,7,8.5,5105,"Attempted to pulled casing out.
- Pulled gradual from 120 to 350 klbs ( Rig Supt MDTP ) - no movement
- Applied flow rate from 300 - 600 gpm, max SPP 630 psi

Note :
- Checked all guylines, engine and rig mast condition prior pulled up casing and after several times attemps - All OK
- Pump 30 bbls LoVis + Soltex to create turbulence flow in annulus. No significant cutting on return
- Cancelled Cementing Job due to Casing got Stuck at 3990 ft from 5105 ft (CP).
- R/D and Release Cementing Unit on 19-Des-25 at 16:00 hrs. Mileage 103 km and Cost: USD 732.87
- Meeting with DWI leadership to discuss plan forward:
  *Increase FR to 900 gpm gradually to break mud cake while keep attempt to pull with Rig Supt MDTP 350 klbs."
SEBL,SEBL_001,PHR-05,12/19/2025,12/1/2025 4:00,12/19/2025 12:00,DRLG,PRODCSG,CSGCMT,CSGPULL,6,6,8.5,5105,"Attempted to pulled casing out.
- Pulled gradual from 120 to 350 klbs ( Rig Supt MDTP ) - no movement
- Applied flow rate from 600 - 900 gpm, max SPP 1500 psi

Note :
- Checked all guylines, engine and rig mast condition prior pulled up casing and after several times attemps - All OK
- Dynamic loss with 800 gpm: 21.9 BPH
- Dynamic loss with 900 gpm: 12.8 BPH
- Meeting with DWI leadership to discuss plan forward:
  *Decided to spot and soak diesel."
SEBL,SEBL_001,PHR-05,12/19/2025,12/1/2025 4:00,12/19/2025 18:00,DRLG,PRODCSG,CSGCMT,CSGPULL,6,6,8.5,5105,"Attempted to pulled casing out.
- Pulled gradual from 280 to 350 klbs ( Rig Supt MDTP ) - no movement
- Applied flow rate from 600 - 900 gpm, max SPP 1500 psi

Note :
- Cooling down for 30 mins every 1 hrs attempt to pull. Checked all guylines, engine and rig mast condition prior pulled up casing and after several times attemps - All OK
- Dynamic loss with 900 gpm: 12.8 BPH
- Pump tandem 30 bbls LoVis + 30 bbls 150 smf HiVis to create turbulence flow in annulus. No significant cutting on return
- Prepare premix tank and trip tank.
- Wait on diesel resources.

======After Midnight=======
00:00 - 05:00
Attempted to pulled casing out.
- Pulled gradual from 280 to 350 klbs ( Rig Supt MDTP ) - no movement
- Applied flow rate from 600 - 900 gpm, max SPP 1350 psi

Note :
- Cooling down for 30 mins every 1 hrs attempt to pull. Checked all guylines, engine and rig mast condition prior pulled up casing and after several times attempts - All OK
- Dynamic loss with 900 gpm: 15.4 BPH
- Transfer diesel to premix tank (7000 liter)."
SEBL,SEBL_001,PHR-05,12/20/2025,12/1/2025 4:00,12/20/2025,DRLG,PRODCSG,CSGCMT,CSGPULL,8,8,8.5,5105,"Attempted to pulled casing out.
- Pulled gradual from 280 to 350 klbs ( Rig Supt MDTP ) - no movement
- Applied flow rate from 600 - 900 gpm, max SPP 1350 psi

Note :
- Cooling down for 30 mins every 1 hrs attempt to pull. Checked all guylines, engine and rig mast condition prior pulled up casing and after several times attempts - All OK
- Dynamic loss with 900 gpm: 15.4 BPH
- Transfer diesel to premix tank (7000 liter)."
SEBL,SEBL_001,PHR-05,12/20/2025,12/1/2025 4:00,12/20/2025 8:00,DRLG,PRODCSG,CSGCMT,CSGPULL,16,16,8.5,5105,"PJSM and Diesel Fuel Pills Job cycle 1.
=> Preparation: Test drawwork, test annular, flow test through choke manifold, clean up premix and trip tank and line for diesel fuel placement.
=> Keep tension at 300 klbs, then pump 25 bbls HiVis (Spacer ahead) + 25 bbls diesel fuel + 15 bbls HiVis (Spacer behind), displace with 148 bbls 9.8 ppg mud (under displace 1 bbls)

Pumping Diesel Fuel Sequence:
1. Start Soaking at 07:45 AM , Flipped Time at 11:45 AM, Displace with 300 GPM 430psi. Est. top diesel @ 3425 ftMD
2. Cont'd attemp to pulled out casing w/ 300-350 klbs (Ris Supt MDTP), no progress.
3. Cont'd pump out 9.8 ppg mud w/ 400 - 800 gpm.

=> Soaking diesel fuel while attempt up with:
- Pulled from 300 to 350 klbs ( Rig Supt MDTP ), no progress.

Notes:
- Unloading 10.000 litres diesel fuel from PHR for casing stuck problem.
- Transfer 3000 litres diesel fuel to premix tank
- Loss rate ( Dynamic ):
  - 400 GPM / 28.8 BPH
  - 500 GPM / 38 BPH
  - 600 GPM / 30 BPH
  - 700 GPM / 58.8 BPH
  - 850 GPM / 64 BPH
- Discuss w/ office decided to proceed diesel fuel pill job second cycle.
- Prepared to proceed diesel fuel pill job second cycle.

======After Midnight=======
00:00 - 04:00
PJSM and pump diesel fuel pills second cycle. Success.
=> Preparation: Test drawwork, test annular, flow test through choke manifold, clean up premix and trip tank and line for diesel fuel placement.
=> Keep tension at 350 klbs, then pump 25 bbls HiVis (Spacer ahead) + 40 bbls diesel fuel + 20 bbls contaminant mud + 15 bbls HiVis (Spacer behind), displace with 135 bbls 9.8 ppg mud (under displace 1 bbls)
=> Est. top of diesel pill @ 2670 ftMD (above BK Sand)
=> Strings got free after 3 hrs soaking & reciprocate

04:00 - 05:00
Attempt to POOH 7"" Casing to release from stuck point, success
Cont'd POOH & L/D 7"" Casing, currently @ 3837 ftMD"
SEBL,SEBL_001,PHR-05,12/21/2025,12/1/2025 4:00,12/21/2025,DRLG,PRODCSG,CSGCMT,CSGPULL,4,4,8.5,5105,"PJSM and pump diesel fuel pills second cycle. Success.
=> Preparation: Test drawwork, test annular, flow test through choke manifold, clean up premix and trip tank and line for diesel fuel placement.
=> Keep tension at 350 klbs, then pump 25 bbls HiVis (Spacer ahead) + 40 bbls diesel fuel + 20 bbls contaminant mud + 15 bbls HiVis (Spacer behind), displace with 135 bbls 9.8 ppg mud (under displace 1 bbls)

Pumping Diesel Fuel Sequence 2nd cycle:
1. Start Soaking at 00:45 AM , Flipped Time at 03:45 AM, Displace with 300 GPM 430psi. Est. top diesel @ 2670 ftMD (above BK Sand)
2. Cont'd attemp to pulled out casing w/ 300-350 klbs (Ris Supt MDTP).
3. Displace diesel pill w/ 9.8 ppg mud to trip tank w/ 700 gpm 950 psi.

Noted:
=> Strings got free after 3 hrs soaking & reciprocate up to 300 klbs.
=> Monitor P/U (110 klbs) & S/O (80 klbs) weight normal, no anomaly."
SEBL,SEBL_001,PHR-05,12/21/2025,12/1/2025 4:00,12/21/2025 4:00,DRLG,PRODCSG,CSGCMT,CSGPULL,16,16,8.5,5105,"POOH & L/D 7"" Casing to surface total 105 jts.

Notes :
- Well static during hole monitoring.
- Continous fill up well during POOH.
- Not found significant drag during TOH."
SEBL,SEBL_001,PHR-05,12/21/2025,12/1/2025 4:00,12/21/2025 20:00,DRLG,PRODCSG,CSGCMT,CSGR/D,3,3,8.5,5105,"Re-arranged casing 7"" (total 133 jts) to accomdate 5"" HWDP & 5"" DP"
SEBL,SEBL_001,PHR-05,12/21/2025,12/1/2025 4:00,12/21/2025 23:00,DRLG,PRODCSG,CSGCMT,DPP/U,1,1,8.5,5105,"Stand-up additional tubulars for run 8-1/2"" Hole Opener: 16 jts (8 std) 5"" DP

Note:
- Plan stand-up: 46 jts (23 stds) 5"" HWDP + 118 jts (59 stds) 5"" DP
- Check thread & shoulder on tool joints, hammering tubular prior connection.
- Drift 5"" HWDP using 1-7/8"" rabbit & 5"" DP using 2-7/8"" rabbit.

======After Midnight=======
00:00 - 05:00
Cont'd stand-up additional tubulars for run 8-1/2"" Hole Opener: 66 jts (33 std) 5"" DP

Note:
- Plan stand-up: 46 jts (23 stds) 5"" HWDP + 118 jts (59 stds) 5"" DP
- Check thread & shoulder on tool joints, hammering tubular prior connection.
- Drift 5"" HWDP using 1-7/8"" rabbit & 5"" DP using 2-7/8"" rabbit.
"
SEBL,SEBL_001,PHR-05,12/22/2025,12/1/2025 4:00,12/22/2025,DRLG,PRODCSG,CSGCMT,DPP/U,19,19,8.5,5105,"Cont'd stand-up additional tubulars for run 8-1/2"" Hole Opener: 46 jts (23 stds) 5"" HWDP + 126 jts (63 stds) 5"" DP

Note:
- Plan stand-up: 46 jts (23 stds) 5"" HWDP + 126 jts (63 stds) 5"" DP
- Check thread & shoulder on tool joints, hammering tubular prior connection.
- Drift 5"" HWDP using 1-7/8"" rabbit & 5"" DP using 2-7/8"" rabbit."
SEBL,SEBL_001,PHR-05,12/22/2025,12/1/2025 4:00,12/22/2025 19:00,DRLG,PRODCSG,CSGCMT,BOPTST,1,1,8.5,5105,"Performed Accumulator drawdown test (satisfy WSEA 9):
Charging the accumulator system to 3,000 psi in 9 min with both Air Pump & Electric Pump
Verified pressure in Accumulator system:
- Precharge: 1000 psi
- Annular: 1200 psi
- Manifold: 1500 psi
- Accumulator: 3000 psi
- Air Pressure: 120 psi

Switched-off pump system. Checked BOP element closing system as follows:
• Close Pipe Ram: 6 sec, remaining pressure: 2500 psi
• Open Pipe Ram: 6 sec, remaining pressure: 2200 psi (to simulate closing Blind ram)
• Close Annular: 27 sec, remaining pressure: 1700 psi
• Open HCR: 1 sec, Final remaining pressure: 1700 psi (more than 1200 psi), ok

Performed Full Pressure Test BOP: 
- Test #1. P/T Blind Shear Ram BOP against valve HCR w/ Low/high pressure: 300/700 psi, hold 5 mins - OK.

Note:
- MASP 47 psi
- Last Acc. drawdown test 3 December 2025"
SEBL,SEBL_001,PHR-05,12/22/2025,12/1/2025 4:00,12/22/2025 20:00,DRLG,PRODCSG,CSGCMT,TIH,1,1,8.5,5105,"TIH 5 stds (10 jts) 5"" HWDP from boarddesk for full test BOP purpose."
SEBL,SEBL_001,PHR-05,12/22/2025,12/1/2025 4:00,12/22/2025 21:00,DRLG,PRODCSG,CSGCMT,BOPTST,2,2,8.5,5105,"Full Pressure Test BOP (satisfy WSEA 9-B)
- Test #2. P/T Annular BOP against Valve #4,#5#6,#7 w/ Low/High pressure: 300/700 psi, hold 5 mins - OK.
- Test #3. P/T Pipe Ram BOP against Valve #3 w/ Low/High pressure: 300/700 psi, hold 5 mins - OK.


Note :
- FOSV, IBOP, Valve #7, #8, #9, #10, #11, #12, #13, #14, #15 already offline pressure test prior to spud in with Low/High pressure: 300/700 psi, hold 5 mins.
- All P/T recorded in Barton chart.
- MASP 47 psi
- Last BOPE Test on 3 December 2025."
SEBL,SEBL_001,PHR-05,12/22/2025,12/1/2025 4:00,12/22/2025 23:00,DRLG,PRODCSG,CSGCMT,TOH,1,1,8.5,5105,"TOH and R/B 5 stds 5"" HWDP after performed full test BOP.

======After Midnight=======
00:00 - 05:00
M/U & TIH 8-1/2"" HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar + 20 jts 5"" DP + 18 jts 5"" HWDP + 6 jts 5"" DP + 4 jts 5"" HWDP + 10 jts 5"" DP + 12 jts 5"" HWDP + 70 jts 5"" DP, to depth 1546 ftMD

Notes:
- No found tagged during TIH to bottom
- Break circulation on casing shoe @660 ftMD, FR : 600 GPM, PP : 577 psi, full return
- Break circulation on depth 1206 ftMD, PP : FR : 600 GPM, PP : 680 psi, full return"
SEBL,SEBL_001,PHR-05,12/23/2025,12/1/2025 4:00,12/23/2025,DRLG,PRODCSG,CSGCMT,TIH,12,12,8.5,5105,"M/U & TIH 8-1/2"" HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar + 20 jts 5"" DP + 18 jts 5"" HWDP + 6 jts 5"" DP + 4 jts 5"" HWDP + 10 jts 5"" DP + 12 jts 5"" HWDP + 70 jts 5"" DP, to depth 3882 ftMD

Notes:
- Found tagged to 8 klbs at 3870 'MD, need to reamdown with 40 RPM.
- Break circulation on casing shoe @660 ftMD, FR : 600 GPM, PP : 577 psi, full return
- Break circulation on depth 1206 ftMD, PP : FR : 600 GPM, PP : 680 psi, full return
- Break circulation on depth 1786 ftMD, PP : FR : 500 GPM, PP : 650 psi, full return
- Break circulation on depth 2399 ftMD, PP : FR : 600 GPM, PP : 1050 psi, full return
- Break circulation on depth 2857 ftMD, PP : FR : 600 GPM, PP : 1200 psi, full return
- Break circulation on depth 3160 ftMD, PP : FR : 600 GPM, PP : 1250 psi, full return
- Break circulation on depth 3509 ftMD, PP : FR : 600 GPM, PP : 1350 psi, full return ; P/U 117 ; S/O 106"
SEBL,SEBL_001,PHR-05,12/23/2025,12/1/2025 4:00,12/23/2025 12:00,DRLG,PRODCSG,CSGCMT,CC,8,8,8.5,5105,"Circulating with reciprocate at stand DP #39 at 3882' MD with 600 GPM RPM 50-80
- Interval 3870' - 3880' need to reamdown to passing the interval.
- Tagged 5 klbs with washdown

Notes:
- Found tagged to 8 klbs at 3870 'MD, need to reamdown with 40 RPM.
- Erratic torque 3000 - 7000 ft.lbs
- Not found significant cutting at shaker
- Already pump Lo-Hi Vis, cutting not significant at shaker
- Increase Soltex to 5 ppb
- Discuss with office decided to go deeper 1 jts while monitor P/U, S/O weight, & torque."
SEBL,SEBL_001,PHR-05,12/23/2025,12/1/2025 4:00,12/23/2025 20:00,DRLG,PRODCSG,CSGCMT,TIH,4,4,8.5,5105,"Cont'd TIH 8-1/2"" PDC HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar + 20 jts 5"" DP + 18 jts 5"" HWDP + 6 jts 5"" DP + 4 jts 5"" HWDP + 10 jts 5"" DP + 12 jts 5"" HWDP + 70 jts 5"" DP, to depth 3910 ftMD

Note :
- Got tag 5 klbs @3885 ftMD, 3895 ftMD, & 3900 ftMD. Decided to ream down w/ 40 rpm.
- Ream down f/ 3848 ftMD to 3910 ftMD, got 8 klbs torque, ream up ream down several times w/ 40 rpm, 600 gpm, 1400 psi until normal
- Based on previous steering sheet, 3859 ftmD - 3904 ftMD was a build section with 5.84 DLS.

======After Midnight=======
00:00 - 05:00
Cont'd TIH 8-1/2"" PDC HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar + 20 jts 5"" DP + 18 jts 5"" HWDP + 6 jts 5"" DP + 4 jts 5"" HWDP + 10 jts 5"" DP + 12 jts 5"" HWDP + 70 jts 5"" DP, to depth 4157 ftMD

Note :
- Got tag 5 klbs @4020 ftMD, 4075 ftMD, 4100 ftMD & 4135 ftMD. Decided to ream down w/ 70 rpm.
- Ream up ream down several times with 70/40 rpm, 600 gpm, 1500 psi until normal."
SEBL,SEBL_001,PHR-05,12/24/2025,12/1/2025 4:00,12/24/2025,DRLG,PRODCSG,CSGCMT,TIH,14.5,14.5,8.5,5105,"Cont'd TIH 8-1/2"" HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar + 20 jts 5"" DP + 18 jts 5"" HWDP + 6 jts 5"" DP + 4 jts 5"" HWDP + 10 jts 5"" DP + 12 jts 5"" HWDP + 70 jts 5"" DP to depth 4157 ftMD. Working pipe while circulate tag at 4127' MD

Note :
- Ream up ream down several times with 70/40 rpm, 600 gpm, press 1400 psi - No progress 
- Got tag 5 klbs @4020 ftMD, 4075 ftMD, 4100 ftMD & 4127 ftMD. Decided to ream down w/ 70 rpm
- Sweep tandem @ 4096 & 4125 ftMD, found significant old cutting on return. (no new cutting)
- Discussed with Drilling Leadership & Engineering. Decided to POOH Hole Opener and change to Directional BHA"
SEBL,SEBL_001,PHR-05,12/24/2025,12/1/2025 4:00,12/24/2025 14:30,DRLG,PRODCSG,CSGCMT,TOH,9.5,9.5,8.5,5105,"TOH 8-1/2"" PDC HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar + 20 jts 5"" DP + 18 jts 5"" HWDP + 6 jts 5"" DP + 4 jts 5"" HWDP + 10 jts 5"" DP + 12 jts 5"" HWDP + 70 jts 5"" DP to depth 682 ftMD.

Notes :
- Found overpull at depth 3978 ftMD, decided to ream up & ream down w/ 40 rpm/70 rpm, 600 gpm, 1400 psi - success to TOH with pumps off.
- Found overpull at depth 3948 ftMD, decided to ream up & ream down w/ 40 rpm/70 rpm, 600 gpm, 1400 psi - unable to TOH with pumps off.
- Rack back all string to mast.
- Well static during hole monitoring.

========== Midnight Activity =========
00:00 - 04:00
Cont'd TOH 8-1/2"" PDC HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar to surface

Notes :
- JAR on Surface at 25 Dec '25 on 01:0 AM
- Found some hard connection when breakout HWDP.
- Rack back all string to mast.
- Well static during hole monitoring.

04:00 - 05:00
PJSM and M/U BHA 8-1/2in Directional PDC + MWD"
SEBL,SEBL_001,PHR-05,12/25/2025,12/1/2025 4:00,12/25/2025,DRLG,PRODCSG,CSGCMT,TOH,4,4,8.5,5105,"Cont'd TOH 8-1/2"" PDC HO + Bit Sub 4-1/2"" Reg x 4-1/2"" IF + 6 jts 5"" HWDP + 12 jts 5"" DP + 7 jts 5"" DP + 1 ea 6-1/2"" Dual Acting Hydraulic Jar to surface

Notes :
- JAR on Surface at 25 Dec '25 on 01:0 AM
- Found some hard connection when breakout HWDP.
- Rack back all string to mast.
- Well static during hole monitoring."
SEBL,SEBL_001,PHR-05,12/25/2025,12/1/2025 4:00,12/25/2025 4:00,DRLG,PRODCSG,CSGCMT,BHAPU/LD,5,5,8.5,5105,"PJSM. M/U & TIH 8-1/2"" PDC Bit + Directional BHA #5 

Note: 
Directional BHA#5: 
A675M7850XP  +  6-3/4” OD Float Sub c/w Float Valve (NP)  + 7-1/2"" String Stabilizer + 6-3/4"" NMPC + MWD 6 3/4"" TeleScope + 6-3/4"" NMPC

6-3/4"" A675M7850XP (SN 06374) motor data:

AKO Motor : 1.50 deg 
RPG Motor : 0.28 rev/gal

Motor Bearing Gap in/out = 0.5 mm / xx mm

Dir Sensor Distance = 61.36
TFO : 313.10 deg

Total Circulating Time of : 
* 6-3/4” Motor in/out = 0 / xx hours
* 6-3/4” Float Sub in/out =  0 / xx hours
* 7-1/2"" String Stabilizer =  0 / xx hours
* 6-3/4"" Pony NMDC in/out = 0 / xx hours
* 6-3/4"" Telescope MWD  = 0 / xx hours
* 6-3/4"" Pony NMDC in/out =  0 / xx hours
* 6-1/2 Drilling Jar = 28.37 / hours

Jar Setting
Up = 90
Down = 50
Delay = 78 sec

8-½ PDC Bit Data :
SN : 13793092
RR : -
Nozzle : 2x14, 1x15, 2x16
TFA : 0.867 in²

Grading :
IN : 2-2-CT-A-X-IN-WT-TD"
SEBL,SEBL_001,PHR-05,12/25/2025,12/1/2025 4:00,12/25/2025 9:00,DRLG,PRODCSG,CSGCMT,TIH,5.5,5.5,8.5,5105,"TIH 8-1/2"" PDC Bit + Directional BHA #5 to 1504 ftMD

Notes :
- Break Circulation every ~500 ft

- Shallow Test @ 1504 ftMD
MP COMBINATION
MP 1-2 (84-83)
FR: 500 GPM
SPPA: ~880 psi
TRPM: 2617 c/min

MP 1-3 (92-78)
FR: 500 GPM
SPPA: ~890 psi
TRPM: 2656 c/min

MP 2-3 (79-88)
FR: 500 GPM
SPPA: ~870 psi
TRPM: 2617 c/min"
SEBL,SEBL_001,PHR-05,12/25/2025,12/1/2025 4:00,12/25/2025 14:30,DRLG,PRODCSG,CSGCMT,TIH,1,1,8.5,5105,"SWA due to heavy rain and thunder.

Note :
Keep circulation w/ SPR and working pipe."
SEBL,SEBL_001,PHR-05,12/25/2025,12/1/2025 4:00,12/25/2025 15:30,DRLG,PRODCSG,CSGCMT,TIH,2.5,2.5,8.5,5105,"TIH 8-1/2"" PDC Bit + Directional BHA #5 to 2233 ftMD

Notes :
- Break circulation at 2170 ftMD with 220 gpm 360 psi. Full return.
- Tagged 5klbs @2191 ftMD, try to washdown w/ 300 gpm - ok
- CHC prior to Cut Drilling line"
SEBL,SEBL_001,PHR-05,12/25/2025,12/1/2025 4:00,12/25/2025 18:00,DRLG,PRODCSG,CSGCMT,TOH,4,4,8.5,5105,"TOH 8-1/2"" PDC Bit + Directional BHA #5 to casing shoe at 576' MD.

Notes :
- JAR on Surface at 25 Dec '25 on 09:00 PM
- Found some hard connection when breakout HWDP.
- Rack back all string to mast.
- Well static during hole monitoring."
