Date time server,Bit Depth (ftMD),Hole Depth (ftMD),Block Position (ft),ROP (ft/h),Hookload (klb),WOB (klb),Rotary Torque (kft-lb),Surface RPM,Standpipe Pressure (psi),Mud Flow Out %,Mud Flow In (gpm)
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.94,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:01,526.42,794.79,65.79,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:02,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.79,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.82,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.83,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.86,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.96,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,66.19,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,66.38,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,66.45,2.7,21,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,66.45,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,66.45,2.7,21.94,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,66.27,2.7,22.25,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,65.19,2.7,22.57,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,64.21,2.7,22.88,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,63.61,2.7,23.19,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,63.61,2.7,23.5,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,63.29,2.7,23.82,0,0,0,0,0,0
9/9/2026 3:03,526.42,794.79,61.66,2.7,24.13,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,61.66,2.7,23.5,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,61.66,2.7,23.19,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,61.66,2.7,22.88,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,61.6,2.7,22.25,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.97,2.7,21.94,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.96,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.9,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,60.08,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,58.39,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,54.27,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,53.17,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,51.68,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,49.4,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,42.83,2.7,21.94,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,34.84,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,29.28,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,19.46,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,15.25,2.7,21,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,11.92,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,8.69,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,7.21,2.7,20.38,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,6.31,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,5.39,2.7,21,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,5.36,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,5.21,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:04,526.42,794.79,5.21,2.7,21.94,0,0,0,0,0,0
9/9/2026 3:05,526.42,794.79,5.21,2.7,21.94,0,0,0,0,0,0
9/9/2026 3:05,526.42,794.79,5.22,2.7,21.63,0,0,0,0,0,0
9/9/2026 3:05,526.42,794.79,5.39,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:05,526.42,794.79,5.56,2.7,21,0,0,0,0,0,0
9/9/2026 3:05,526.42,794.79,5.78,2.7,20.69,0,0,0,0,0,0
9/9/2026 3:05,526.42,794.79,6.03,2.7,21,0,0,0,0,0,0
9/9/2026 3:05,526.42,794.79,6.14,2.7,21.32,0,0,0,0,0,0
9/9/2026 3:05,525.87,794.79,6.82,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,524.86,794.79,7.84,2.7,48.29,0,0,0,0,0,0
9/9/2026 3:05,523.43,794.79,9.28,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,521.64,794.79,11.08,2.7,48.91,0,0,0,0,0,0
9/9/2026 3:05,517.24,794.79,15.5,2.7,48.91,0,0,0,0,0,0
9/9/2026 3:05,514.78,794.79,17.96,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,509.66,794.79,23.08,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,507.17,794.79,25.57,2.7,48.91,0,0,0,0,0,0
9/9/2026 3:05,502.04,794.79,30.71,2.7,49.54,0,0,0,0,0,0
9/9/2026 3:05,496.98,794.79,35.76,2.7,49.85,0,0,0,0,0,0
9/9/2026 3:05,494.55,794.79,38.19,2.7,50.16,0,0,0,0,0,0
9/9/2026 3:05,489.58,794.79,43.16,2.7,49.54,0,0,0,0,0,0
9/9/2026 3:05,487.12,794.79,45.62,2.7,49.23,0,0,0,0,0,0
9/9/2026 3:05,484.59,794.79,48.15,2.7,48.91,0,0,0,0,0,0
9/9/2026 3:05,482.08,794.79,50.66,2.7,49.23,0,0,0,0,0,0
9/9/2026 3:05,479.62,794.79,53.12,2.7,49.54,0,0,0,0,0,0
9/9/2026 3:05,477.06,794.79,55.67,2.7,49.23,0,0,0,0,0,0
9/9/2026 3:05,474.59,794.79,58.14,2.7,48.91,0,0,0,0,0,0
9/9/2026 3:05,471.12,794.79,61.58,2.7,48.29,0,0,0,0,0,0
9/9/2026 3:05,470.25,794.79,62.44,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,469.38,794.79,63.31,2.7,48.29,0,0,0,0,0,0
9/9/2026 3:05,468.51,794.79,64.18,2.7,47.98,0,0,0,0,0,0
9/9/2026 3:05,467.89,794.79,64.8,2.7,48.29,0,0,0,0,0,0
9/9/2026 3:05,467.66,794.79,65.01,2.7,47.98,0,0,0,0,0,0
9/9/2026 3:05,467.5,794.79,65.18,2.7,48.29,0,0,0,0,0,0
9/9/2026 3:05,467.02,794.79,65.67,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,466.46,794.79,66.22,2.7,48.29,0,0,0,0,0,0
9/9/2026 3:05,466.34,794.79,66.33,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,466.34,794.79,66.33,2.7,48.6,0,0,0,0,0,0
9/9/2026 3:05,466.34,794.79,66.33,2.7,48.29,0,0,0,0,0,0
9/9/2026 3:05,466.35,794.79,66.32,2.7,47.98,0,0,0,0,0,0
9/9/2026 3:05,466.38,794.79,66.29,2.7,47.66,0,0,0,0,0,0
9/9/2026 3:05,466.4,794.79,66.27,2.7,29.38,0,0,0,0,0,0
9/9/2026 3:05,466.41,794.79,66.27,2.7,29.07,0,0,0,0,0,0
9/9/2026 3:06,466.88,794.79,65.79,2.7,28.44,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,28.13,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,27.82,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,27.51,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,26.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,26.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,26.26,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,25.63,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,25.01,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,24.38,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,24.07,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,23.76,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,23.44,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,23.13,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,22.82,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,22.51,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:06,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.88,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.63,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.63,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:07,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.57,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,21.26,0,0,0,0,0,0
9/9/2026 3:08,466.89,794.79,65.78,2.7,20.94,0,0,0,0,0,0
